,LSOA code (2011),Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,lsoa_x,hierarchical8x,lsoa_y,hierarchical13x,lsoa,hierarchical24x
203,E01000208,22.502,0.17,-2.453,26.632,1.282,0.01,0.028,6.612,1.336,E01000208,3.0,E01000208,3.0,E01000208,11.0
204,E01000209,22.769,-0.013,-1.562,23.561,0.414,0.035,0.048,7.058,0.976,E01000209,3.0,E01000209,9.0,E01000209,12.0
205,E01000210,27.374,0.359,-1.85,19.894,0.518,0.033,0.058,8.197,1.388,,,,,,
206,E01000211,27.757,-0.369,-0.835,30.399,3.225,0.072,0.112,14.568,1.222,E01000211,3.0,E01000211,3.0,E01000211,11.0
207,E01000212,25.698,-0.219,-1.669,25.312,0.467,0.069,0.063,10.294,0.804,E01000212,3.0,,,,
208,E01000213,31.33,-0.45,-2.218,30.621,1.321,0.025,0.028,7.583,0.858,E01000213,3.0,E01000213,3.0,E01000213,11.0
209,E01000214,23.936,0.283,-2.082,36.7,0.416,0.038,0.046,10.503,1.031,E01000214,3.0,E01000214,3.0,E01000214,11.0
210,E01000215,22.19,-0.456,-0.575,30.762,6.101,0.062,0.103,13.565,1.029,E01000215,3.0,,,,
211,E01000216,21.24,-0.268,-1.305,26.235,2.247,0.061,0.071,10.017,1.138,E01000216,3.0,E01000216,9.0,E01000216,12.0
212,E01000217,29.261,-0.342,-1.212,24.166,9.331,0.056,0.066,10.826,1.009,E01000217,3.0,E01000217,9.0,E01000217,12.0
213,E01000218,25.532,0.132,-0.755,28.641,9.755,0.071,0.104,15.33,1.179,E01000218,3.0,E01000218,9.0,E01000218,12.0
214,E01000219,31.116,0.403,-0.764,34.545,14.667,0.093,0.097,19.87,1.85,E01000219,3.0,E01000219,3.0,E01000219,11.0
215,E01000220,29.431,-0.403,-0.48,28.881,7.734,0.092,0.117,17.109,1.035,E01000220,3.0,E01000220,9.0,E01000220,12.0
216,E01000221,29.763,1.127,0.346,55.984,23.471,0.186,0.28,45.842,1.976,E01000221,4.0,E01000221,5.0,E01000221,6.0
217,E01000222,29.883,0.729,-0.287,37.056,12.267,0.13,0.163,27.098,1.553,E01000222,3.0,E01000222,3.0,E01000222,11.0
218,E01000223,28.472,0.888,-0.005,47.877,21.168,0.142,0.225,35.812,1.526,E01000223,3.0,E01000223,4.0,E01000223,5.0
219,E01000224,27.142,-0.054,-0.928,29.827,14.005,0.097,0.152,19.679,0.946,E01000224,3.0,E01000224,9.0,E01000224,12.0
220,E01000225,22.709,-0.009,-1.052,28.248,6.55,0.054,0.066,10.981,1.283,E01000225,3.0,,,,
221,E01000226,30.803,-0.171,0.373,41.017,23.481,0.123,0.224,31.658,0.634,E01000226,3.0,E01000226,3.0,E01000226,11.0
222,E01000227,18.465,-0.601,-1.687,29.152,4.644,0.052,0.082,9.965,0.743,E01000227,3.0,E01000227,3.0,E01000227,11.0
223,E01000228,17.002,0.618,-1.232,28.384,5.053,0.055,0.079,12.492,0.759,E01000228,7.0,E01000228,11.0,E01000228,16.0
224,E01000229,18.134,0.071,-0.868,43.196,11.185,0.108,0.135,21.609,0.794,E01000229,3.0,,,,
225,E01000230,14.054,-0.336,-1.463,20.598,8.824,0.044,0.071,7.886,0.676,E01000230,3.0,E01000230,3.0,E01000230,11.0
226,E01000231,22.468,0.156,-1.112,46.81,4.325,0.063,0.103,17.628,1.039,E01000231,3.0,E01000231,4.0,E01000231,5.0
227,E01000232,20.257,0.019,-0.843,29.815,5.022,0.072,0.114,14.534,1.009,E01000232,3.0,E01000232,3.0,E01000232,11.0
228,E01000233,20.027,-0.162,-1.829,22.349,4.009,0.054,0.069,8.853,0.785,E01000233,3.0,E01000233,3.0,E01000233,11.0
229,E01000234,18.383,-0.259,-1.185,25.044,3.867,0.047,0.067,8.657,0.819,E01000234,3.0,,,,
230,E01000235,28.246,0.481,-0.622,31.954,18.521,0.101,0.164,23.347,1.16,E01000235,3.0,,,,
231,E01000236,26.189,-0.545,-1.135,25.167,3.637,0.059,0.079,10.572,1.339,E01000236,3.0,E01000236,3.0,E01000236,11.0
232,E01000237,29.614,0.266,-1.722,26.964,1.569,0.036,0.055,9.545,1.469,E01000237,3.0,E01000237,3.0,E01000237,11.0
233,E01000238,31.179,-0.19,-1.429,30.448,4.747,0.074,0.096,14.457,0.942,E01000238,3.0,E01000238,9.0,E01000238,12.0
234,E01000239,25.352,-0.006,-0.872,50.079,6.545,0.077,0.137,21.568,1.385,,,,,,
235,E01000240,28.397,0.071,-1.108,48.523,5.762,0.065,0.118,19.599,1.205,,,,,,
236,E01000241,24.967,-0.181,-1.771,34.775,1.467,0.04,0.071,10.706,0.907,E01000241,3.0,E01000241,9.0,E01000241,12.0
237,E01000242,21.089,0.287,-0.959,42.621,3.59,0.084,0.125,19.154,1.059,E01000242,3.0,,,,
238,E01000243,37.611,0.105,-0.996,30.061,4.629,0.053,0.084,14.093,1.444,E01000243,6.0,E01000243,10.0,E01000243,15.0
239,E01000244,45.264,0.292,-1.024,29.684,6.449,0.056,0.076,15.649,1.42,E01000244,3.0,E01000244,3.0,E01000244,11.0
240,E01000245,29.665,0.449,-0.366,31.387,11.778,0.119,0.168,24.116,1.396,,,,,,
241,E01000246,21.694,0.498,-1.472,33.776,1.711,0.04,0.048,10.621,0.407,E01000246,3.0,E01000246,4.0,E01000246,5.0
242,E01000247,13.317,-0.555,-1.249,28.98,2.68,0.066,0.077,10.138,0.254,E01000247,3.0,E01000247,9.0,E01000247,12.0
243,E01000248,19.701,0.52,-1.413,17.762,1.477,0.036,0.046,7.296,0.694,E01000248,6.0,E01000248,10.0,E01000248,15.0
244,E01000249,16.223,0.087,-1.947,21.352,1.17,0.044,0.026,5.863,0.439,E01000249,3.0,E01000249,3.0,E01000249,11.0
245,E01000250,20.775,0.064,-1.451,26.11,3.559,0.071,0.107,13.03,0.612,E01000250,3.0,E01000250,3.0,E01000250,11.0
246,E01000251,22.749,0.114,-0.578,24.873,7.175,0.114,0.144,18.853,0.614,E01000251,3.0,E01000251,3.0,E01000251,11.0
247,E01000252,13.639,0.165,-1.04,30.622,2.148,0.074,0.099,13.376,0.514,E01000252,3.0,E01000252,9.0,E01000252,12.0
248,E01000253,11.349,0.187,-0.861,36.662,3.48,0.032,0.043,9.449,0.423,E01000253,7.0,E01000253,11.0,E01000253,16.0
249,E01000254,29.206,-0.121,-1.332,26.527,2.182,0.028,0.04,7.764,0.586,E01000254,7.0,E01000254,11.0,E01000254,19.0
250,E01000255,24.066,0.195,-1.007,30.356,6.712,0.097,0.149,18.729,0.518,,,,,,
251,E01000256,18.002,0.014,-1.523,32.338,3.474,0.043,0.079,10.628,0.693,E01000256,3.0,E01000256,4.0,E01000256,5.0
252,E01000257,21.402,0.252,-0.383,38.645,17.095,0.119,0.168,25.001,0.859,E01000257,3.0,E01000257,4.0,E01000257,5.0
253,E01000258,25.212,0.361,-1.215,21.856,3.553,0.04,0.058,9.156,0.964,E01000258,3.0,E01000258,4.0,E01000258,5.0
254,E01000259,19.213,0.318,-1.594,30.248,3.908,0.066,0.095,13.364,0.758,E01000259,3.0,,,,
255,E01000260,24.416,0.203,-0.992,46.598,10.626,0.074,0.11,19.85,1.347,,,,,,
256,E01000261,18.535,-0.944,-1.964,35.954,1.12,0.029,0.046,7.628,0.334,E01000261,3.0,E01000261,4.0,E01000261,5.0
257,E01000262,15.179,-0.404,-1.535,34.821,7.639,0.046,0.094,11.643,0.388,,,,,,
258,E01000263,20.901,-0.311,-2.094,27.802,1.201,0.024,0.024,5.865,0.944,E01000263,3.0,E01000263,3.0,E01000263,11.0
259,E01000264,29.859,0.195,-1.209,30.864,5.608,0.077,0.116,16.482,1.188,E01000264,3.0,E01000264,3.0,E01000264,11.0
260,E01000265,21.211,-0.357,-0.774,28.433,6.251,0.08,0.126,15.103,0.599,E01000265,3.0,,,,
261,E01000266,20.379,0.572,-1.594,22.766,2.204,0.031,0.045,8.023,1.052,E01000266,3.0,E01000266,3.0,E01000266,11.0
262,E01000267,30.675,-0.628,-1.07,33.384,2.451,0.057,0.086,12.75,0.606,E01000267,3.0,E01000267,9.0,E01000267,12.0
263,E01000268,22.772,-0.132,-1.026,24.859,8.957,0.069,0.148,15.262,0.606,E01000268,3.0,E01000268,3.0,E01000268,11.0
264,E01000269,22.356,0.173,-1.522,27.931,5.73,0.047,0.067,10.434,0.703,E01000269,3.0,E01000269,3.0,E01000269,11.0
265,E01000270,21.073,0.109,-1.613,26.546,2.743,0.069,0.087,11.98,0.932,E01000270,3.0,,,,
266,E01000271,16.985,-0.499,-1.838,29.726,2.069,0.034,0.041,6.648,0.816,E01000271,3.0,E01000271,3.0,E01000271,11.0
267,E01000272,14.362,-0.007,-1.587,22.373,1.163,0.016,0.03,4.839,0.582,E01000272,3.0,,,,
268,E01000273,18.949,-0.127,-0.964,25.776,3.636,0.083,0.121,14.148,0.672,E01000273,3.0,E01000273,3.0,E01000273,11.0
269,E01000274,22.706,-0.061,-0.901,25.14,7.751,0.086,0.126,15.582,0.61,E01000274,3.0,E01000274,9.0,E01000274,12.0
270,E01000275,14.371,-0.842,-0.996,36.715,3.017,0.063,0.118,13.504,0.629,E01000275,3.0,E01000275,3.0,E01000275,11.0
271,E01000276,13.428,-1.275,-2.082,26.175,0.771,0.023,0.027,4.061,0.529,E01000276,3.0,E01000276,9.0,E01000276,12.0
272,E01000277,19.329,-0.957,-0.769,36.343,4.07,0.106,0.144,18.23,0.687,E01000277,3.0,E01000277,9.0,E01000277,12.0
273,E01000278,21.104,-1.202,-1.831,29.02,0.964,0.018,0.033,5.525,0.531,E01000278,3.0,,,,
274,E01000279,12.864,0.538,-2.378,37.898,1.781,0.017,0.017,8.956,0.432,E01000279,7.0,E01000279,11.0,E01000279,16.0
275,E01000280,15.478,-0.63,-2.161,21.565,0.945,0.03,0.023,3.958,0.621,E01000280,3.0,E01000280,3.0,E01000280,11.0
276,E01000281,18.025,-0.177,-0.996,26.224,6.189,0.059,0.081,10.933,0.887,,,,,,
277,E01000282,21.335,0.194,-1.781,24.399,1.968,0.045,0.057,8.582,1.166,E01000282,3.0,,,,
278,E01000283,14.301,-0.928,-2.208,28.055,0.596,0.019,0.03,4.647,0.53,E01000283,3.0,E01000283,3.0,E01000283,11.0
279,E01000284,17.659,-0.094,-0.698,26.898,5.239,0.083,0.136,15.477,0.67,E01000284,3.0,E01000284,3.0,E01000284,11.0
280,E01000285,17.854,0.22,-0.706,27.112,8.337,0.082,0.105,15.134,0.42,E01000285,3.0,E01000285,9.0,E01000285,12.0
281,E01000286,23.41,0.64,-0.444,31.405,11.092,0.119,0.17,23.897,0.345,E01000286,3.0,,,,
282,E01000287,22.608,0.314,-0.404,30.131,21.677,0.104,0.16,22.723,0.358,E01000287,3.0,E01000287,3.0,E01000287,11.0
283,E01000288,21.62,0.101,-1.187,27.921,8.012,0.065,0.091,13.041,0.641,E01000288,3.0,E01000288,3.0,E01000288,11.0
284,E01000289,18.355,0.693,-0.327,51.981,28.383,0.17,0.249,38.33,0.404,E01000289,3.0,,,,
285,E01000290,13.391,0.486,-0.714,38.416,10.938,0.098,0.12,19.937,0.429,E01000290,7.0,E01000290,11.0,E01000290,16.0
286,E01000291,11.862,0.721,-0.267,38.957,25.657,0.166,0.23,32.936,0.526,E01000291,3.0,E01000291,3.0,E01000291,11.0
287,E01000292,18.462,0.185,-1.209,20.499,3.672,0.077,0.079,11.315,0.774,E01000292,3.0,,,,
288,E01000293,21.151,0.092,-1.409,18.942,1.381,0.044,0.06,7.608,0.669,E01000293,3.0,E01000293,9.0,E01000293,12.0
289,E01000294,12.621,-1.003,-0.295,25.006,2.224,0.086,0.093,12.242,0.134,E01000294,3.0,E01000294,3.0,E01000294,11.0
290,E01000295,41.739,0.492,-1.255,25.781,1.118,0.056,0.06,13.306,1.014,E01000295,3.0,E01000295,9.0,E01000295,12.0
291,E01000296,23.002,0.231,-1.184,28.689,4.316,0.053,0.085,12.11,0.824,E01000296,3.0,E01000296,3.0,E01000296,11.0
292,E01000297,19.889,-0.395,-1.322,24.197,7.204,0.044,0.074,9.009,0.904,E01000297,3.0,E01000297,3.0,E01000297,4.0
293,E01000298,27.123,0.331,-1.449,26.444,1.708,0.046,0.094,11.827,0.747,E01000298,3.0,E01000298,3.0,E01000298,11.0
294,E01000299,41.331,0.409,-0.639,26.429,2.994,0.06,0.119,17.004,1.106,E01000299,5.0,E01000299,6.0,E01000299,7.0
295,E01000300,21.835,-0.181,-0.681,27.881,3.089,0.059,0.097,12.253,0.869,E01000300,3.0,E01000300,3.0,E01000300,4.0
296,E01000301,21.665,-0.26,-1.613,21.836,1.066,0.048,0.048,7.059,0.892,E01000301,3.0,E01000301,9.0,E01000301,12.0
297,E01000302,18.501,-0.287,-0.724,28.26,6.762,0.086,0.129,15.595,1.004,E01000302,3.0,E01000302,3.0,E01000302,11.0
298,E01000303,12.46,-0.581,-1.639,31.613,1.124,0.032,0.05,6.805,0.577,E01000303,3.0,E01000303,9.0,E01000303,12.0
299,E01000304,23.302,-0.642,-0.637,36.709,4.188,0.06,0.087,13.531,0.546,E01000304,3.0,E01000304,3.0,E01000304,4.0
300,E01000305,34.409,0.481,-0.648,45.441,15.048,0.117,0.164,27.857,1.325,E01000305,3.0,E01000305,4.0,E01000305,5.0
301,E01000306,31.348,0.156,-0.947,32.814,13.002,0.044,0.075,14.045,1.527,,,,,,
302,E01000307,32.261,0.834,-1.017,35.276,18.495,0.081,0.147,23.325,1.524,E01000307,4.0,E01000307,5.0,,
303,E01000308,31.921,1.036,-0.535,42.403,25.938,0.109,0.204,31.832,1.347,E01000308,3.0,E01000308,4.0,E01000308,5.0
304,E01000309,26.827,-0.061,-1.603,36.538,3.428,0.059,0.09,13.899,1.315,E01000309,3.0,E01000309,3.0,E01000309,11.0
305,E01000310,28.117,0.28,-0.751,41.658,14.199,0.064,0.108,19.223,1.535,E01000310,3.0,E01000310,3.0,E01000310,11.0
306,E01000311,31.631,0.539,-1.843,26.841,1.966,0.053,0.043,11.072,1.54,E01000311,3.0,,,,
307,E01000312,21.426,-0.218,-0.25,54.472,9.643,0.096,0.151,24.927,0.995,E01000312,3.0,E01000312,9.0,E01000312,12.0
308,E01000313,30.047,0.188,-0.586,40.221,11.933,0.076,0.115,19.932,1.566,,,,,,
309,E01000314,25.473,0.599,-1.415,29.239,2.835,0.035,0.055,10.677,1.409,E01000314,3.0,,,,
310,E01000315,19.208,0.821,-0.325,34.64,23.302,0.163,0.239,32.727,1.167,E01000315,3.0,E01000315,4.0,E01000315,5.0
311,E01000316,30.861,0.761,-1.038,33.719,3.672,0.079,0.138,19.874,0.906,E01000316,3.0,E01000316,4.0,E01000316,5.0
312,E01000317,21.911,-0.216,-1.149,25.353,2.406,0.054,0.098,10.85,0.781,E01000317,3.0,E01000317,9.0,E01000317,12.0
313,E01000318,25.854,0.621,-1.163,25.899,3.402,0.056,0.12,14.711,1.098,E01000318,3.0,E01000318,9.0,E01000318,12.0
314,E01000319,23.027,0.193,-1.324,24.253,1.877,0.046,0.076,9.915,1.003,E01000319,3.0,E01000319,9.0,E01000319,12.0
315,E01000320,19.714,-0.389,-1.78,28.257,1.303,0.039,0.077,8.719,0.672,E01000320,3.0,E01000320,9.0,E01000320,12.0
316,E01000321,31.229,-0.071,-1.081,25.102,4.408,0.077,0.104,14.405,0.773,E01000321,3.0,E01000321,3.0,E01000321,11.0
317,E01000322,28.924,-0.254,-1.241,27.666,2.411,0.078,0.124,14.866,0.806,E01000322,3.0,,,,
318,E01000323,35.376,0.644,-0.482,27.802,4.866,0.078,0.118,18.834,1.13,E01000323,3.0,E01000323,3.0,E01000323,11.0
319,E01000324,21.96,0.198,-0.569,24.585,4.525,0.075,0.094,13.755,0.828,E01000324,3.0,E01000324,9.0,E01000324,12.0
320,E01000325,14.375,-0.419,-1.385,18.379,11.501,0.035,0.039,5.875,0.226,E01000325,3.0,E01000325,9.0,E01000325,12.0
321,E01000326,26.995,-0.091,-1.095,32.998,16.265,0.038,0.053,11.973,0.527,E01000326,3.0,E01000326,9.0,E01000326,12.0
322,E01000327,16.278,-0.238,-0.737,19.191,11.786,0.045,0.043,7.68,0.557,E01000327,3.0,E01000327,3.0,E01000327,11.0
323,E01000328,13.589,0.714,-0.693,20.362,17.211,0.049,0.05,11.404,0.263,E01000328,3.0,E01000328,9.0,E01000328,12.0
324,E01000329,19.845,0.401,-0.916,23.933,20.584,0.075,0.097,15.875,0.564,E01000329,3.0,E01000329,3.0,E01000329,11.0
325,E01000330,31.997,-0.24,-0.107,24.574,13.023,0.087,0.112,17.867,0.626,E01000330,3.0,E01000330,3.0,E01000330,11.0
326,E01000331,22.699,0.312,-0.004,36.033,33.267,0.137,0.151,28.281,0.647,E01000331,3.0,E01000331,4.0,E01000331,5.0
327,E01000332,25.33,0.407,-0.815,20.316,16.749,0.078,0.106,16.091,0.585,E01000332,3.0,E01000332,3.0,E01000332,11.0
328,E01000333,23.367,0.197,0.056,23.342,34.467,0.126,0.167,25.871,0.256,E01000333,3.0,E01000333,3.0,E01000333,11.0
329,E01000334,13.728,-0.315,-0.772,27.128,20.914,0.063,0.08,12.987,0.147,E01000334,3.0,E01000334,3.0,E01000334,11.0
330,E01000335,31.915,0.732,-0.457,50.822,37.431,0.095,0.16,31.73,0.576,,,,,,
331,E01000336,27.661,0.386,-0.129,38.468,24.927,0.137,0.222,31.362,0.381,E01000336,6.0,E01000336,10.0,E01000336,15.0
332,E01000337,23.293,0.035,-0.715,26.767,15.541,0.093,0.165,19.57,0.236,E01000337,3.0,E01000337,3.0,E01000337,11.0
333,E01000338,31.707,0.267,-0.261,26.9,17.74,0.07,0.123,18.89,0.312,E01000338,3.0,E01000338,3.0,E01000338,4.0
334,E01000339,12.707,-0.154,-0.302,16.828,23.223,0.099,0.109,16.3,0.134,E01000339,3.0,E01000339,3.0,E01000339,11.0
335,E01000340,28.127,-0.614,-0.481,27.236,19.776,0.044,0.074,12.831,0.669,E01000340,3.0,E01000340,9.0,E01000340,12.0
336,E01000341,16.246,-0.623,-0.807,15.877,14.854,0.057,0.062,8.884,0.398,E01000341,3.0,E01000341,9.0,E01000341,12.0
337,E01000342,24.005,-0.158,-1.001,21.444,17.66,0.041,0.035,8.918,0.341,E01000342,3.0,,,,
338,E01000343,18.648,-0.474,-0.922,15.963,15.982,0.049,0.055,8.347,0.437,E01000343,3.0,E01000343,3.0,E01000343,11.0
339,E01000344,13.015,-0.513,-0.703,15.548,12.306,0.042,0.034,6.105,0.246,E01000344,3.0,E01000344,9.0,E01000344,12.0
340,E01000345,17.59,-0.71,-0.778,16.663,12.598,0.033,0.041,6.252,0.355,,,,,,
341,E01000346,24.63,-0.023,-0.759,14.693,15.303,0.051,0.053,9.662,0.396,E01000346,3.0,E01000346,3.0,E01000346,11.0
342,E01000347,22.451,-0.483,-0.584,19.19,22.953,0.04,0.077,11.175,0.661,E01000347,3.0,E01000347,9.0,E01000347,12.0
343,E01000348,14.633,-0.66,-1.292,17.301,12.641,0.032,0.02,4.979,0.407,E01000348,3.0,E01000348,9.0,E01000348,12.0
344,E01000349,16.379,-0.813,-1.158,27.531,9.743,0.034,0.048,7.459,0.68,E01000349,3.0,E01000349,3.0,E01000349,11.0
345,E01000350,20.794,-0.577,-0.832,18.184,17.944,0.034,0.046,7.89,0.467,E01000350,3.0,E01000350,3.0,E01000350,11.0
346,E01000351,12.409,-0.687,-1.138,22.757,16.4,0.039,0.05,7.587,0.452,E01000351,3.0,,,,
347,E01000352,23.87,-0.116,-0.728,24.688,21.656,0.061,0.099,14.763,0.786,,,,,,
348,E01000353,15.115,-0.353,-1.378,11.135,9.686,0.034,0.046,5.202,0.61,E01000353,3.0,,,,
349,E01000354,21.561,-0.667,-0.054,23.683,23.867,0.123,0.143,21.316,0.246,E01000354,3.0,,,,
350,E01000355,17.91,-0.346,-0.741,18.053,16.778,0.047,0.039,8.189,0.63,E01000355,3.0,E01000355,3.0,E01000355,11.0
351,E01000356,14.394,-0.507,-0.915,12.146,12.733,0.063,0.052,7.94,0.699,E01000356,3.0,,,,
352,E01000357,14.658,-0.704,-1.286,11.932,11.965,0.027,0.02,4.079,0.407,E01000357,3.0,E01000357,9.0,E01000357,12.0
353,E01000358,16.626,-0.75,-1.075,15.424,12.017,0.039,0.046,6.15,0.344,E01000358,3.0,,,,
354,E01000359,16.885,-0.859,-1.244,18.998,10.117,0.041,0.044,6.167,0.435,E01000359,3.0,E01000359,3.0,E01000359,11.0
355,E01000360,32.745,0.373,0.031,26.11,7.884,0.08,0.109,18.65,0.881,E01000360,6.0,E01000360,10.0,E01000360,15.0
356,E01000361,19.662,-0.362,-0.882,23.02,13.448,0.062,0.075,11.27,0.448,E01000361,3.0,,,,
357,E01000362,21.256,0.499,-0.903,22.3,13.386,0.056,0.074,12.63,0.706,E01000362,3.0,E01000362,3.0,E01000362,11.0
358,E01000363,22.855,-0.454,-0.759,21.287,9.685,0.054,0.057,9.306,0.795,E01000363,3.0,,,,
359,E01000364,25.496,-0.486,-0.489,29.325,12.906,0.054,0.073,12.692,1.016,E01000364,3.0,E01000364,4.0,E01000364,5.0
360,E01000365,23.711,0.595,-0.431,21.687,9.92,0.06,0.092,14.39,0.76,E01000365,3.0,E01000365,3.0,E01000365,11.0
361,E01000366,18.271,-0.233,-0.838,17.292,8.745,0.055,0.087,9.865,0.646,E01000366,3.0,E01000366,9.0,E01000366,12.0
362,E01000367,15.912,0.237,-0.195,33.023,36.267,0.165,0.205,30.905,0.309,E01000367,3.0,E01000367,3.0,E01000367,11.0
363,E01000368,16.009,-0.146,-0.015,37.57,44.364,0.16,0.237,33.932,0.265,E01000368,3.0,,,,
364,E01000369,20.593,-0.226,-0.567,17.199,21.126,0.082,0.098,14.638,0.153,E01000369,3.0,E01000369,9.0,E01000369,12.0
365,E01000370,17.969,-0.706,-0.682,21.068,14.165,0.072,0.074,11.364,0.446,E01000370,3.0,,,,
366,E01000371,16.171,-0.624,-0.965,23.936,13.957,0.039,0.053,8.174,0.155,E01000371,3.0,E01000371,9.0,E01000371,12.0
367,E01000372,21.727,-0.117,0.357,26.36,30.801,0.164,0.197,29.915,0.321,E01000372,3.0,E01000372,3.0,E01000372,11.0
368,E01000373,17.05,0.578,0.174,46.339,37.08,0.106,0.135,29.344,0.475,E01000373,6.0,E01000373,10.0,E01000373,15.0
369,E01000374,30.276,0.056,0.69,37.794,48.486,0.205,0.241,42.38,0.429,,,,,,
370,E01000375,27.738,0.066,-0.393,20.731,26.088,0.085,0.112,18.295,0.607,E01000375,3.0,E01000375,3.0,E01000375,11.0
371,E01000376,27.96,0.727,-0.26,21.867,17.181,0.058,0.083,16.232,0.676,E01000376,3.0,E01000376,3.0,E01000376,11.0
372,E01000377,14.852,0.142,-0.888,23.725,16.399,0.071,0.064,12.286,0.291,E01000377,3.0,E01000377,4.0,E01000377,5.0
373,E01000378,28.836,0.181,-0.211,30.105,21.688,0.095,0.123,21.241,0.241,E01000378,3.0,,,,
374,E01000379,28.683,0.254,-0.573,24.86,23.517,0.075,0.122,18.601,0.617,E01000379,3.0,E01000379,3.0,E01000379,11.0
375,E01000380,13.297,-0.771,-0.259,47.069,30.464,0.087,0.134,23.317,0.275,E01000380,3.0,,,,
376,E01000381,22.274,-0.079,-0.036,44.107,27.77,0.129,0.149,27.812,-0.147,E01000381,7.0,E01000381,11.0,E01000381,16.0
377,E01000382,10.99,-0.685,-1.105,29.39,6.073,0.037,0.033,6.444,-0.075,E01000382,3.0,E01000382,3.0,E01000382,11.0
378,E01000383,17.296,0.989,-0.35,33.052,19.715,0.085,0.101,21.082,0.304,E01000383,3.0,E01000383,4.0,E01000383,5.0
379,E01000384,27.452,-0.253,-0.742,22.275,9.625,0.053,0.096,12.076,0.094,E01000384,3.0,E01000384,3.0,E01000384,4.0
380,E01000385,19.851,0.219,0.563,34.66,32.616,0.136,0.22,32.32,0.346,E01000385,3.0,,,,
381,E01000386,22.337,0.336,0.897,36.791,40.72,0.195,0.253,41.618,0.827,E01000386,7.0,E01000386,11.0,E01000386,16.0
382,E01000387,11.659,-0.156,-0.773,33.06,10.449,0.067,0.066,12.348,0.038,,,,,,
383,E01000388,18.881,0.288,-0.924,16.66,13.402,0.056,0.07,10.762,0.542,E01000388,3.0,E01000388,9.0,E01000388,12.0
384,E01000389,14.27,0.066,-1.107,24.705,11.196,0.057,0.082,11.233,0.674,E01000389,3.0,E01000389,3.0,E01000389,11.0
385,E01000390,20.569,-0.085,-0.457,22.19,14.297,0.044,0.056,10.167,0.561,,,,,,
386,E01000391,24.914,-0.304,-0.908,22.714,22.158,0.068,0.085,13.901,0.551,E01000391,3.0,,,,
387,E01000392,31.407,-0.219,-0.062,31.201,23.61,0.092,0.154,22.909,0.648,E01000392,3.0,E01000392,3.0,E01000392,11.0
388,E01000393,30.198,0.03,-0.883,19.378,10.425,0.039,0.046,9.166,0.799,E01000393,3.0,E01000393,3.0,E01000393,11.0
389,E01000394,15.564,-0.444,-0.63,21.591,7.925,0.052,0.075,9.317,0.624,E01000394,3.0,,,,
390,E01000395,17.388,-0.92,-0.966,17.101,9.871,0.03,0.031,5.03,0.445,E01000395,3.0,,,,
391,E01000396,23.289,-1.064,-0.554,20.97,12.869,0.038,0.046,8.072,0.846,E01000396,3.0,E01000396,3.0,E01000396,11.0
392,E01000398,20.399,-0.882,-0.448,27.601,33.033,0.106,0.119,20.001,0.375,E01000398,3.0,,,,
393,E01000399,22.475,-0.452,-1.177,20.766,20.401,0.043,0.047,9.101,0.468,E01000399,3.0,E01000399,3.0,E01000399,11.0
394,E01000400,27.399,-0.419,-0.656,17.692,17.028,0.09,0.093,14.705,0.785,E01000400,3.0,E01000400,9.0,E01000400,12.0
395,E01000401,25.429,-0.318,-0.017,25.536,26.036,0.097,0.14,21.111,0.444,E01000401,3.0,,,,
396,E01000402,20.091,0.336,-0.249,33.431,21.148,0.106,0.159,23.537,0.416,E01000402,3.0,E01000402,4.0,E01000402,5.0
397,E01000403,14.797,1.236,-0.18,33.367,22.344,0.123,0.198,29.529,0.747,E01000403,4.0,E01000403,5.0,E01000403,14.0
398,E01000404,17.527,0.508,0.148,37.505,23.039,0.126,0.22,30.082,0.008,E01000404,3.0,E01000404,4.0,E01000404,5.0
399,E01000405,31.647,0.393,0.175,39.923,21.194,0.113,0.175,28.889,0.11,,,,,,
400,E01000406,25.805,0.633,-0.179,33.11,20.805,0.084,0.15,23.276,0.397,E01000406,6.0,E01000406,10.0,E01000406,15.0
401,E01000407,27.796,-0.239,-0.606,20.98,19.482,0.069,0.096,14.648,0.298,E01000407,3.0,E01000407,3.0,E01000407,11.0
402,E01000408,29.548,0.351,-0.075,22.572,22.216,0.102,0.18,23.784,0.215,E01000408,7.0,E01000408,11.0,E01000408,19.0
403,E01000409,14.198,-1.23,-1.249,15.839,17.739,0.039,0.036,5.938,0.31,E01000409,3.0,E01000409,9.0,E01000409,12.0
404,E01000410,18.793,-0.148,-0.804,20.11,15.232,0.031,0.034,7.496,0.337,E01000410,3.0,E01000410,9.0,E01000410,12.0
405,E01000411,24.538,-0.407,-0.831,18.704,18.064,0.045,0.055,9.621,0.664,E01000411,3.0,E01000411,9.0,E01000411,12.0
406,E01000412,19.754,-0.567,-0.87,28.195,13.642,0.037,0.037,8.605,0.464,E01000412,3.0,E01000412,3.0,E01000412,11.0
407,E01000413,19.08,-0.133,-0.845,20.965,23.404,0.048,0.061,10.974,0.669,E01000413,3.0,E01000413,3.0,E01000413,11.0
