,lsoa,all_2011,0-14_2011,15-29_2011,30-69_2011,70+_2011,all_2020,0-14_2020,15-29_2020,30-69_2020,70+_2020
726,E01002850,1464,178,503,725,58,1471,165,444,743,119
727,E01002888,2066,184,705,1068,109,2473,253,896,1162,162
728,E01002821,1435,205,341,786,103,1549,281,286,818,164
729,E01002823,1365,212,225,767,161,1448,205,214,814,215
730,E01002858,1258,122,390,599,147,1350,139,291,701,219
731,E01002861,1417,176,241,826,174,1258,147,183,742,186
732,E01002862,1540,164,376,821,179,1274,86,305,668,215
733,E01002814,1948,312,438,1082,116,2400,423,508,1271,198
734,E01002847,1597,171,439,928,59,1602,188,478,834,102
735,E01002848,1566,172,428,902,64,1476,218,342,804,112
736,E01002851,1639,152,377,965,145,1527,126,272,887,242
737,E01002820,1253,180,259,739,75,1364,233,256,759,116
738,E01002822,1206,203,144,723,136,1208,244,129,635,200
739,E01002835,1557,227,399,829,102,1666,278,378,849,161
740,E01002836,1397,169,344,815,69,1464,225,288,850,101
741,E01002837,1359,180,303,762,114,1360,238,204,755,163
742,E01002846,1319,129,362,763,65,1312,149,317,736,110
743,E01002849,1526,211,365,861,89,1602,254,349,838,161
744,E01002893,1766,200,458,991,117,1679,214,381,898,186
745,E01002894,1396,162,334,833,67,1771,213,592,855,111
746,E01002898,1593,300,251,881,161,1866,426,243,991,206
747,E01002899,1354,154,227,800,173,1544,205,172,945,222
748,E01002900,1431,217,227,868,119,1618,244,230,882,262
749,E01002901,1227,119,102,591,415,1277,127,151,520,479
750,E01002902,1694,174,328,1028,164,1646,191,207,1006,242
751,E01002903,1506,254,199,908,145,1641,291,195,956,199
752,E01002844,1366,165,244,807,150,1405,188,241,732,244
753,E01002845,1357,154,260,786,157,1450,190,260,802,198
754,E01002910,1382,176,181,841,184,1530,188,368,748,226
755,E01002911,1639,279,323,952,85,1745,346,303,946,150
756,E01002914,1551,213,294,825,219,1650,239,319,838,254
757,E01002838,1647,152,744,655,96,1290,202,278,676,134
758,E01002895,1395,282,211,804,98,1428,286,222,779,141
759,E01002896,1735,252,345,1055,83,1748,297,274,1015,162
760,E01002897,1313,152,307,788,66,1465,222,347,767,129
761,E01002912,1681,196,379,900,206,1780,219,334,1015,212
762,E01002840,1379,214,257,681,227,1228,195,146,645,242
763,E01002841,1373,185,286,814,88,1282,164,200,782,136
764,E01002842,1251,261,240,656,94,1002,189,149,508,156
765,E01002843,1231,199,232,697,103,1364,216,200,756,192
766,E01002913,1886,281,466,1013,126,2241,394,458,1189,200
767,E01003015,1602,263,426,804,109,1688,226,404,929,129
768,E01003108,1558,293,327,820,118,1582,293,264,876,149
769,E01003110,1878,239,502,1011,126,2206,322,479,1247,158
770,E01003111,1535,296,374,735,130,1778,354,334,945,145
771,E01003112,1509,219,411,781,98,1849,306,373,1040,130
772,E01003101,1585,280,514,736,55,1534,227,425,803,79
773,E01003105,1681,290,442,811,138,1864,307,444,989,124
774,E01003106,1974,333,485,1024,132,2140,405,408,1165,162
775,E01003107,1926,238,528,1055,105,1971,219,507,1127,118
776,E01003109,2262,374,650,1130,108,3087,416,926,1599,146
777,E01003102,1745,151,529,925,140,1832,139,561,1003,129
778,E01003104,1627,182,558,813,74,1615,136,502,887,90
779,E01003122,1832,252,584,912,84,2075,228,534,1235,78
780,E01003129,1847,224,574,971,78,1746,201,431,1006,108
781,E01033207,1706,251,405,899,151,3076,336,1214,1370,156
782,E01033208,1745,225,564,943,13,2440,305,578,1478,79
783,E01003098,1565,267,432,763,103,1506,195,326,857,128
784,E01003099,1603,266,524,751,62,1782,258,464,984,76
785,E01003100,1963,144,863,915,41,1976,159,752,1015,50
786,E01003180,1517,232,424,781,80,1713,246,393,973,101
787,E01003183,1505,236,476,698,95,1721,311,399,896,115
788,E01003097,1683,251,454,834,144,1614,218,337,911,148
789,E01003121,1625,352,402,784,87,1484,277,314,798,95
790,E01003123,1500,193,347,892,68,1648,170,328,1019,131
791,E01003124,1457,220,403,758,76,1450,209,343,795,103
792,E01003125,1761,441,410,814,96,1753,362,331,934,126
793,E01003181,1481,223,455,693,110,1379,187,324,777,91
794,E01003184,1417,371,349,648,49,1221,262,235,679,45
795,E01003185,1667,241,536,802,88,1590,189,396,902,103
796,E01003186,1968,270,664,971,63,2821,350,903,1465,103
797,E01003187,1494,213,452,750,79,1848,325,462,950,111
798,E01003089,1892,388,621,834,49,1781,320,482,916,63
799,E01003091,1678,326,566,725,61,1597,293,456,763,85
800,E01003092,1793,342,502,826,123,1921,353,456,1029,83
801,E01003126,1547,302,428,741,76,1502,226,349,849,78
802,E01003128,1511,294,375,769,73,1530,286,348,799,97
803,E01003046,1749,437,436,820,56,1651,352,370,850,79
804,E01003048,1775,459,429,819,68,1781,452,378,881,70
805,E01003075,1634,389,365,792,88,1556,352,287,821,96
806,E01003182,1835,321,561,860,93,1918,328,475,1028,87
